movie_code,imdb_score,imdb_score_class
4195,7.1,Good
4196,7.6,Good
4197,7.1,Good
4198,7.1,Good
4199,7.7,Good
4200,7.6,Good
4201,6.6,Good
4202,6.7,Good
4203,5.7,Fair
4204,7.1,Good
4205,6.2,Good
4206,6.1,Good
4207,5.9,Fair
4208,6.8,Good
4209,5.8,Fair
4210,5,Fair
4211,6.3,Good
4212,6.8,Good
4213,5.1,Fair
4214,6.6,Good
4215,5,Fair
4216,7.7,Good
4217,3.1,Bad
4218,6.5,Good
4219,3.9,Bad
4220,6.8,Good
4221,7,Good
4222,5.9,Fair
4223,5.8,Fair
4224,7.3,Good
4225,7.8,Good
4226,7.8,Good
4227,6.9,Good
4228,5.7,Fair
4229,4.7,Fair
4230,5.9,Fair
4231,5.9,Fair
4232,4.3,Fair
4233,7.5,Good
4234,4.8,Fair
4235,5.8,Fair
4236,5.3,Fair
4237,6,Fair
4238,8.1,Excellent
4239,7,Good
4240,7.6,Good
4241,7.2,Good
4242,7.5,Good
4243,6.3,Good
4244,6.7,Good
4245,4.8,Fair
4246,5.5,Fair
4247,7.5,Good
4248,5.1,Fair
4249,7.4,Good
4250,7.3,Good
4251,6.9,Good
4252,6.8,Good
4253,8.4,Excellent
4254,7.6,Good
4255,7.6,Good
4256,7.7,Good
4257,7.6,Good
4258,5.3,Fair
4259,8.5,Excellent
4260,7,Good
4261,8,Good
4262,7.1,Good
4263,7.8,Good
4264,7.2,Good
4265,7.5,Good
4266,8,Good
4267,8.1,Excellent
4268,6.8,Good
4269,7.4,Good
4270,7.2,Good
4271,8.1,Excellent
4272,7,Good
4273,7.4,Good
4274,8.3,Excellent
4275,6.1,Good
4276,7.5,Good
4277,7,Good
4278,5.3,Fair
4279,4.7,Fair
4280,5.7,Fair
4281,8.1,Excellent
4282,7.8,Good
4283,6.5,Good
4284,8,Good
4285,3.3,Bad
4286,8.3,Excellent
4287,6.9,Good
4288,7.3,Good
4289,8.1,Excellent
4290,6.5,Good
4291,6.8,Good
4292,7.3,Good
4293,6.4,Good
4294,4.6,Fair
4295,6.5,Good
4296,7,Good
4297,5.4,Fair
4298,6.7,Good
4299,2.8,Bad
4300,7.4,Good
4301,5.8,Fair
4302,7.1,Good
4303,4.5,Fair
4304,7.9,Good
4305,5.3,Fair
4306,5.4,Fair
4307,4.8,Fair
4308,5.9,Fair
4309,6.2,Good
4310,5.9,Fair
4311,6.6,Good
4312,6.6,Good
4313,5.1,Fair
4314,6,Fair
4315,6.8,Good
4316,5.4,Fair
4317,5.2,Fair
4318,7.8,Good
4319,6.4,Good
4320,6.1,Good
4321,5.7,Fair
4322,5.5,Fair
4323,7.4,Good
4324,7.1,Good
4325,3.9,Bad
4326,4.6,Fair
4327,7.3,Good
4328,7.7,Good
4329,4.9,Fair
4330,6.3,Good
4331,6.1,Good
4332,6.6,Good
4333,5.7,Fair
4334,5.6,Fair
4335,6,Fair
4336,5.7,Fair
4337,7,Good
4338,5.3,Fair
4339,4.4,Fair
4340,3.4,Bad
4341,4.5,Fair
4342,3.4,Bad
4343,7.1,Good
4344,6.4,Good
4345,5.2,Fair
4346,7,Good
4347,7.3,Good
4348,8.1,Excellent
4349,5.8,Fair
4350,5.9,Fair
4351,6.4,Good
4352,7.5,Good
4353,7.8,Good
4354,6.3,Good
4355,7.2,Good
4356,5.6,Fair
4357,7.2,Good
4358,8,Good
4359,8.5,Excellent
4360,6.8,Good
4361,7.3,Good
4362,5.5,Fair
4363,7.3,Good
4364,6.3,Good
4365,5.1,Fair
4366,6.6,Good
4367,6.1,Good
4368,7.5,Good
4369,7,Good
4370,7.2,Good
4371,5.3,Fair
4372,8.7,Excellent
4373,3.4,Bad
4374,5.4,Fair
4375,7.8,Good
4376,6.7,Good
4377,4.7,Fair
4378,6.3,Good
4379,7.4,Good
4380,6.1,Good
4381,7.5,Good
4382,6.3,Good
4383,6.3,Good
4384,6.8,Good
4385,7.8,Good
4386,6.9,Good
4387,8,Good
4388,7.8,Good
4389,7.4,Good
4390,6.1,Good
4391,4.3,Fair
4392,3.5,Bad
4393,7.2,Good
4394,4.7,Fair
4395,7.3,Good
4396,7.9,Good
4397,5.1,Fair
4398,7.2,Good
4399,5.4,Fair
4400,3.7,Bad
4401,7.4,Good
4402,7.1,Good
4403,6.8,Good
4404,8.2,Excellent
4405,7,Good
4406,7.4,Good
4407,6.7,Good
4408,5.7,Fair
4409,9.1,Excellent
4410,7.6,Good
4411,7.2,Good
4412,7.5,Good
4413,6.8,Good
4414,6.9,Good
4415,7.9,Good
4416,7.6,Good
4417,6.7,Good
4418,5.8,Fair
4419,6.5,Good
4420,7.2,Good
4421,6.9,Good
4422,5.5,Fair
4423,6.5,Good
4424,6.2,Good
4425,6.7,Good
4426,5.7,Fair
4427,8.6,Excellent
4428,6.5,Good
4429,6.3,Good
4430,4.3,Fair
4431,6.1,Good
4432,6,Fair
4433,5.8,Fair
4434,6.7,Good
4435,6.7,Good
4436,7.6,Good
4437,5.1,Fair
4438,6.8,Good
4439,6.8,Good
4440,6.8,Good
4441,6.3,Good
4442,7.1,Good
4443,2.8,Bad
4444,8.2,Excellent
4445,3.1,Bad
4446,7,Good
4447,3.3,Bad
4448,3.6,Bad
4449,7.7,Good
4450,6.7,Good
4451,5.5,Fair
4452,6.6,Good
4453,4.8,Fair
4454,5.5,Fair
4455,6.3,Good
4456,6.9,Good
4457,6.5,Good
4458,8.2,Excellent
4459,7.1,Good
4460,7.3,Good
4461,8.1,Excellent
4462,7.2,Good
4463,7.4,Good
4464,6.5,Good
4465,5.7,Fair
4466,6.1,Good
4467,7.7,Good
4468,8.7,Excellent
4469,4.3,Fair
4470,6.2,Good
4471,3.3,Bad
4472,2.7,Bad
4473,5.2,Fair
4474,8.2,Excellent
4475,6.1,Good
4476,8,Good
4477,5.5,Fair
4478,5.7,Fair
4479,3.7,Bad
4480,7.1,Good
4481,7.8,Good
4482,7.3,Good
4483,4.1,Fair
4484,7.2,Good
4485,7.7,Good
4486,7.1,Good
4487,7.6,Good
4488,7,Good
4489,5.5,Fair
4490,7.4,Good
4491,7.7,Good
4492,7.2,Good
4493,7.8,Good
4494,6.6,Good
4495,6,Fair
4496,8.4,Excellent
4497,6.5,Good
4498,8.9,Excellent
4499,7.9,Good
4500,6,Fair
4501,6.1,Good
4502,7.4,Good
4503,6.2,Good
4504,5.6,Fair
4505,7.2,Good
4506,6.1,Good
4507,3.8,Bad
4508,7.1,Good
4509,4.5,Fair
4510,3.8,Bad
4511,6.2,Good
4512,6.6,Good
4513,4.6,Fair
4514,4.2,Fair
4515,6.8,Good
4516,7.7,Good
4517,7.1,Good
4518,5.9,Fair
4519,4.7,Fair
4520,7,Good
4521,6.9,Good
4522,6.1,Good
4523,7.6,Good
4524,3,Bad
4525,2.6,Bad
4526,8.6,Excellent
4527,6.1,Good
4528,7.5,Good
4529,6.7,Good
4530,8.1,Excellent
4531,4.9,Fair
4532,6.8,Good
4533,6.8,Good
4534,5.7,Fair
4535,8.3,Excellent
4536,6.6,Good
4537,7.3,Good
4538,5,Fair
4539,7,Good
4540,3.4,Bad
4541,5.9,Fair
4542,6,Fair
4543,7.4,Good
4544,7.4,Good
4545,4.2,Fair
4546,6.2,Good
4547,6.2,Good
4548,7.5,Good
4549,7.2,Good
4550,7.2,Good
4551,5.4,Fair
4552,7,Good
4553,7.2,Good
4554,7.9,Good
4555,6.8,Good
4556,6.7,Good
4557,7.5,Good
4558,6.8,Good
4559,6.9,Good
4560,6.8,Good
4561,7.2,Good
4562,7.4,Good
4563,5.6,Fair
4564,6.8,Good
4565,7.2,Good
4566,7.7,Good
4567,7,Good
4568,7.2,Good
4569,6.4,Good
4570,7.2,Good
4571,7.2,Good
4572,6.2,Good
4573,6.9,Good
4574,6.2,Good
4575,6.9,Good
4576,7,Good
4577,6.7,Good
4578,3.6,Bad
4579,6.3,Good
4580,7.4,Good
4581,7.4,Good
4582,7.3,Good
4583,6.1,Good
4584,6.7,Good
4585,8.2,Excellent
4586,7.7,Good
4587,7.3,Good
4588,7.4,Good
4589,5.7,Fair
4590,7.6,Good
4591,6.8,Good
4592,5.6,Fair
4593,4.8,Fair
4594,6.4,Good
4595,6.8,Good
4596,6.1,Good
4597,5.2,Fair
4598,6.9,Good
4599,6,Fair
4600,6.3,Good
4601,6.1,Good
4602,5.5,Fair
4603,6.9,Good
4604,5.6,Fair
4605,1.9,Bad
4606,4.1,Fair
4607,5.4,Fair
4608,6.8,Good
4609,7,Good
4610,6.7,Good
4611,5.8,Fair
4612,6.2,Good
4613,2.8,Bad
4614,7.3,Good
4615,5.8,Fair
4616,6.5,Good
4617,6.1,Good
4618,5.1,Fair
4619,2.2,Bad
4620,7.2,Good
4621,5.7,Fair
4622,3.4,Bad
4623,3.8,Bad
4624,4.7,Fair
4625,5.6,Fair
4626,3.9,Bad
4627,5.4,Fair
4628,5.2,Fair
4629,3.5,Bad
4630,5.3,Fair
4631,7,Good
4632,7.1,Good
4633,5.5,Fair
4634,5.9,Fair
4635,6,Fair
4636,4.8,Fair
4637,7.1,Good
4638,8.2,Excellent
4639,5.7,Fair
4640,7.9,Good
4641,7.3,Good
4642,7.1,Good
4643,6.4,Good
4644,5.9,Fair
4645,7.5,Good
4646,6.4,Good
4647,7.4,Good
4648,7.3,Good
4649,6.5,Good
4650,7.2,Good
4651,6.7,Good
4652,7.1,Good
4653,6,Fair
4654,6.7,Good
4655,5.6,Fair
4656,7,Good
4657,4.9,Fair
4658,3.2,Bad
4659,8.4,Excellent
4660,6.9,Good
4661,7.5,Good
4662,7.2,Good
4663,7.2,Good
4664,8,Good
4665,7.4,Good
4666,7.2,Good
4667,6.5,Good
4668,7.2,Good
4669,4.2,Fair
4670,5.1,Fair
4671,6.4,Good
4672,6.8,Good
4673,6.2,Good
4674,7.5,Good
4675,7.7,Good
4676,6.9,Good
4677,7,Good
4678,7.5,Good
4679,6.3,Good
4680,5.5,Fair
4681,4.8,Fair
4682,8.1,Excellent
4683,6.6,Good
4684,5.2,Fair
4685,5.6,Fair
4686,3.1,Bad
4687,8.1,Excellent
4688,8.3,Excellent
4689,7.1,Good
4690,8.1,Excellent
4691,7.2,Good
4692,6.3,Good
4693,4,Bad
4694,7.2,Good
4695,5.3,Fair
4696,7.2,Good
4697,6.5,Good
4698,6.5,Good
4699,4.9,Fair
4700,5.2,Fair
4701,7.4,Good
4702,7.4,Good
4703,5.4,Fair
4704,3.9,Bad
4705,5.3,Fair
4706,7.8,Good
4707,6.4,Good
4708,8.1,Excellent
4709,6.5,Good
4710,5.6,Fair
4711,5.6,Fair
4712,6.6,Good
4713,6.3,Good
4714,7.7,Good
4715,7,Good
4716,8,Good
4717,7.2,Good
4718,4.5,Fair
4719,7.7,Good
4720,7.2,Good
4721,6.1,Good
4722,6.4,Good
4723,6.5,Good
4724,7,Good
4725,6.1,Good
4726,5.7,Fair
4727,5.4,Fair
4728,5.9,Fair
4729,7.5,Good
4730,7.7,Good
4731,7.1,Good
4732,7.4,Good
4733,7.6,Good
4734,6.4,Good
4735,7.4,Good
4736,6.8,Good
4737,6.5,Good
4738,6,Fair
4739,7.3,Good
4740,7.3,Good
4741,6.5,Good
4742,6,Fair
4743,5.3,Fair
4744,6.6,Good
4745,6.1,Good
4746,7.1,Good
4747,8.7,Excellent
4748,8.4,Excellent
4749,5.8,Fair
4750,6.2,Good
4751,5.8,Fair
4752,6.7,Good
4753,5.7,Fair
4754,6.1,Good
4755,6.4,Good
4756,5,Fair
4757,6.5,Good
4758,4.6,Fair
4759,7.7,Good
4760,7.3,Good
4761,6.6,Good
4762,6.4,Good
4763,5.8,Fair
4764,7.2,Good
4765,7.2,Good
4766,3.5,Bad
4767,7.5,Good
4768,2.2,Bad
4769,3.3,Bad
4770,6.6,Good
4771,6.9,Good
4772,4,Bad
4773,7.4,Good
4774,8.3,Excellent
4775,5.7,Fair
4776,6.8,Good
4777,5.2,Fair
4778,6.4,Good
4779,6.2,Good
4780,5.9,Fair
4781,7.7,Good
4782,4.3,Fair
4783,7.1,Good
4784,6.2,Good
4785,6.8,Good
4786,7.7,Good
4787,8.2,Excellent
4788,7.5,Good
4789,7.6,Good
4790,4.1,Fair
4791,6.9,Good
4792,7.1,Good
4793,6.3,Good
4794,7.7,Good
4795,8.3,Excellent
4796,7.1,Good
4797,4.7,Fair
4798,7.7,Good
4799,7.2,Good
4800,5.1,Fair
4801,5.4,Fair
4802,6.9,Good
4803,8.2,Excellent
4804,6.1,Good
4805,6.1,Good
4806,6.9,Good
4807,5.8,Fair
4808,6,Fair
4809,8.2,Excellent
4810,8,Good
4811,7,Good
4812,6.3,Good
4813,7.6,Good
4814,6.1,Good
4815,7.2,Good
4816,7.8,Good
4817,4.7,Fair
4818,7.5,Good
4819,6.7,Good
4820,3.4,Bad
4821,7.9,Good
4822,8.9,Excellent
4823,6.9,Good
4824,8.2,Excellent
4825,7.3,Good
4826,8,Good
4827,6.7,Good
4828,6.6,Good
4829,6.9,Good
4830,7.1,Good
4831,5.6,Fair
4832,6.7,Good
4833,7.1,Good
4834,5.2,Fair
4835,7.7,Good
4836,7.5,Good
4837,7.6,Good
4838,8.1,Excellent
4839,5.5,Fair
4840,6.6,Good
4841,3.2,Bad
4842,7.4,Good
4843,6.6,Good
4844,6.2,Good
4845,4.8,Fair
4846,4.5,Fair
4847,7.2,Good
4848,4.3,Fair
4849,4.5,Fair
4850,6.4,Good
4851,6.4,Good
4852,7.3,Good
4853,6.9,Good
4854,4.3,Fair
4855,7.2,Good
4856,6.5,Good
4857,6.6,Good
4858,6.7,Good
4859,4.3,Fair
4860,7.3,Good
4861,6.4,Good
4862,7,Good
4863,5.5,Fair
4864,6.7,Good
4865,4.3,Fair
4866,6.1,Good
4867,6.8,Good
4868,3.9,Bad
4869,8.5,Excellent
4870,6.9,Good
4871,7.3,Good
4872,6.9,Good
4873,6.3,Good
4874,2.5,Bad
4875,5.7,Fair
4876,7,Good
4877,6.2,Good
4878,6.9,Good
4879,4.5,Fair
4880,7.8,Good
4881,4.4,Fair
4882,7.4,Good
4883,6.6,Good
4884,8,Good
4885,8.3,Excellent
4886,6.5,Good
4887,7.1,Good
4888,7.1,Good
4889,4,Bad
4890,7.5,Good
4891,7,Good
4892,4,Bad
4893,6.7,Good
4894,7.2,Good
4895,7,Good
4896,7.4,Good
4897,8,Good
4898,6.5,Good
4899,7.2,Good
4900,6.4,Good
4901,6.5,Good
4902,6.8,Good
4903,6.9,Good
4904,7.5,Good
4905,7.1,Good
4906,5.1,Fair
4907,6.2,Good
4908,3.9,Bad
4909,6,Fair
4910,6.8,Good
4911,7.4,Good
4912,8.1,Excellent
4913,6.5,Good
4914,8,Good
4915,7.7,Good
4916,7.2,Good
4917,5.4,Fair
4918,6.7,Good
4919,6.3,Good
4920,8.1,Excellent
4921,8.5,Excellent
4922,7.7,Good
4923,6.5,Good
4924,8.7,Excellent
4925,6.5,Good
4926,7,Good
4927,5.8,Fair
4928,5.5,Fair
4929,7,Good
4930,6.3,Good
4931,7.9,Good
4932,7.3,Good
4933,7.4,Good
4934,5.4,Fair
4935,7.1,Good
4936,7.5,Good
4937,8.4,Excellent
4938,7,Good
4939,5.3,Fair
4940,7.1,Good
4941,7.5,Good
4942,6.1,Good
4943,7.2,Good
4944,6.7,Good
4945,8.2,Excellent
4946,6.6,Good
4947,6.7,Good
4948,5.1,Fair
4949,7,Good
4950,7,Good
4951,8,Good
4952,7.4,Good
4953,5.4,Fair
4954,5.7,Fair
4955,6.7,Good
4956,4.2,Fair
4957,7.4,Good
4958,4.8,Fair
4959,7,Good
4960,7.3,Good
4961,5.8,Fair
4962,7,Good
4963,3.2,Bad
4964,6.8,Good
4965,7.7,Good
4966,5.6,Fair
4967,7.1,Good
4968,3.6,Bad
4969,6.8,Good
4970,7.6,Good
4971,6.6,Good
4972,8.3,Excellent
4973,7.5,Good
4974,5.4,Fair
4975,5.3,Fair
4976,4.5,Fair
4977,7.3,Good
4978,5.6,Fair
4979,5.6,Fair
4980,4.1,Fair
4981,6.8,Good
4982,6.3,Good
4983,5.8,Fair
4984,6.6,Good
4985,6.7,Good
4986,6.4,Good
4987,6.3,Good
4988,3.4,Bad
4989,4.7,Fair
4990,6,Fair
4991,7.3,Good
4992,7.9,Good
4993,6.1,Good
4994,7.4,Good
4995,6.6,Good
4996,5.5,Fair
4997,7.5,Good
4998,7.6,Good
4999,5,Fair
5000,3.2,Bad
5001,8.2,Excellent
5002,3.7,Bad
5003,6.3,Good
5004,4.1,Fair
5005,6.9,Good
5006,5.4,Fair
5007,6.5,Good
5008,7.8,Good
5009,6.7,Good
5010,6.4,Good
5011,7.3,Good
5012,5.7,Fair
5013,7,Good
5014,6.3,Good
5015,7.1,Good
5016,4.8,Fair
5017,3.3,Bad
5018,6.9,Good
5019,4.6,Fair
5020,3,Bad
5021,6.6,Good
5022,7.4,Good
5023,6.2,Good
5024,4,Bad
5025,6.1,Good
5026,6.9,Good
5027,7.5,Good
5028,6.7,Good
5029,7.4,Good
5030,6.1,Good
5031,5.4,Fair
5032,6.4,Good
5033,7,Good
5034,6.3,Good
5035,6.9,Good
5036,7.8,Good
5037,6.4,Good
5038,7.7,Good
5039,7.5,Good
5040,6.3,Good
5041,6.3,Good
5042,6.6,Good
